epoch,step,global_step,loss
30,7,184,0.5719318389892578
30,8,184,1.012512445449829
30,9,185,0.7172650098800659
30,10,185,0.635138750076294
30,11,186,0.6468998193740845
31,0,186,0.5637101531028748
31,1,187,0.580395519733429
31,2,187,0.6017357110977173
31,3,188,0.5944329500198364
31,4,188,0.5770972967147827
31,5,189,0.6158317923545837
31,6,189,0.7546550631523132
31,7,190,0.6071087121963501
31,8,190,0.5412124395370483
31,9,191,0.6233208775520325
31,10,191,0.6608814001083374
31,11,192,0.6925593614578247
32,0,192,0.5225590467453003
32,1,193,0.6097353100776672
32,2,193,0.6911379098892212
32,3,194,0.5073951482772827
32,4,194,0.7243062853813171
32,5,195,0.6238730549812317
32,6,195,0.48783525824546814
32,7,196,0.6367443203926086
32,8,196,0.6252586245536804
32,9,197,0.5322186350822449
32,10,197,0.9092219471931458
32,11,198,0.6989212036132812
33,0,198,0.7336007356643677
33,1,199,0.6441062092781067
33,2,199,0.5762589573860168
33,3,200,0.4754655957221985
33,4,200,0.7095661759376526
33,5,201,0.6319360733032227
33,6,201,0.5448974370956421
33,7,202,0.671012818813324
33,8,202,0.6629544496536255
33,9,203,0.5310393571853638
33,10,203,0.5430959463119507
33,11,204,0.6221092939376831
34,0,204,0.617477536201477
34,1,205,0.52293860912323
34,2,205,0.7336466312408447
34,3,206,0.7659415006637573
34,4,206,0.5311609506607056
34,5,207,0.5758095979690552
34,6,207,0.6935817003250122
34,7,208,0.6451548337936401
34,8,208,0.6415939331054688
34,9,209,0.6433936953544617
34,10,209,0.6549680829048157
34,11,210,0.6427232027053833
35,0,210,0.5411384105682373
35,1,211,0.5343843698501587
35,2,211,0.7169195413589478
35,3,212,0.5971449017524719
35,4,212,0.9345129728317261
35,5,213,0.6371542811393738
35,6,213,0.5779951810836792
35,7,214,0.6748412847518921
35,8,214,0.6022312641143799
35,9,215,0.5284394025802612
35,10,215,0.593454897403717
35,11,216,0.6016360521316528
36,0,216,0.6174809336662292
36,1,217,0.7054876685142517
36,2,217,0.5876604318618774
36,3,218,0.6424863338470459
36,4,218,0.5045714378356934
36,5,219,0.657272458076477
36,6,219,0.6991980671882629
36,7,220,0.5806325674057007
36,8,220,0.5617705583572388
36,9,221,0.7965785264968872
36,10,221,0.5515356063842773
36,11,222,0.6885519027709961
37,0,222,0.7672716379165649
37,1,223,0.5666226744651794
37,2,223,0.7434234619140625
37,3,224,0.5073050260543823
37,4,224,0.7860263586044312
37,5,225,0.890998899936676
37,6,225,0.5256713628768921
37,7,226,0.5675552487373352
37,8,226,0.5938730239868164
37,9,227,0.6386165618896484
37,10,227,0.724364161491394
37,11,228,0.6163250207901001
38,0,228,0.6405707597732544
38,1,229,0.6600679159164429
38,2,229,0.602990984916687
38,3,230,0.5772305130958557
38,4,230,0.5862622857093811
38,5,231,0.626565158367157
38,6,231,0.9220873117446899
38,7,232,0.6652125120162964
38,8,232,0.6406314373016357
38,9,233,0.7500401735305786
38,10,233,0.5029736161231995
38,11,234,0.5190708637237549
39,0,234,0.6521192789077759
39,1,235,0.6112010478973389
39,2,235,0.6169207692146301
39,3,236,0.6712705492973328
39,4,236,0.7374958992004395
39,5,237,0.6154651641845703
39,6,237,0.6299422383308411
39,7,238,0.6673816442489624
39,8,238,0.6741049289703369
39,9,239,0.9791484475135803
39,10,239,0.6275966167449951
39,11,240,0.5970622301101685
40,0,240,0.6822047233581543
40,1,241,0.5763996839523315
40,2,241,0.6753854751586914
40,3,242,0.6544398665428162
40,4,242,0.6809492707252502
40,5,243,0.767751157283783
40,6,243,0.5673028230667114
40,7,244,0.6214132308959961
40,8,244,0.7621408700942993
40,9,245,1.0669938325881958
40,10,245,0.47739553451538086
40,11,246,0.711871325969696
41,0,246,0.6207965612411499
41,1,247,0.6131028532981873
41,2,247,0.658096432685852
41,3,248,0.6544333696365356
41,4,248,0.6100857257843018
41,5,249,0.6189658641815186
41,6,249,1.0459401607513428
41,7,250,0.6161667108535767
41,8,250,0.6380722522735596
41,9,251,0.6186652183532715
41,10,251,0.6976715922355652
41,11,252,0.6857330799102783
42,0,252,0.6215349435806274
42,1,253,0.5292229652404785
42,2,253,0.667722225189209
42,3,254,0.5933563709259033
42,4,254,0.6802061796188354
42,5,255,0.7841053009033203
42,6,255,0.5635271668434143
42,7,256,0.9426089525222778
42,8,256,0.5424320101737976
42,9,257,0.4979219436645508
42,10,257,0.9894978404045105
42,11,258,0.5230543613433838
43,0,258,0.6085677742958069
43,1,259,0.5973240733146667
43,2,259,0.6558526754379272
43,3,260,0.6133143901824951
43,4,260,0.5386853218078613
43,5,261,0.477976530790329
43,6,261,0.6151506304740906
43,7,262,0.6458663940429688
43,8,262,0.6063356399536133
43,9,263,0.6658408045768738
43,10,263,0.9127885103225708
43,11,264,0.7067058682441711
44,0,264,0.6786507368087769
44,1,265,1.019623875617981
44,2,265,0.5289996862411499
44,3,266,0.6287206411361694
44,4,266,0.648841142654419
44,5,267,0.7313355207443237
44,6,267,0.5389876961708069
44,7,268,0.666191041469574
44,8,268,0.6048782467842102
44,9,269,0.574148952960968
44,10,269,0.725926399230957
44,11,270,0.6826466917991638
45,0,270,0.6771065592765808
45,1,271,0.8344895839691162
45,2,271,0.6454914808273315
45,3,272,0.8038322925567627
45,4,272,0.5680937767028809
45,5,273,0.5600279569625854
45,6,273,0.6506369113922119
45,7,274,0.5874583721160889
45,8,274,0.6869224309921265
45,9,275,0.5630956888198853
45,10,275,0.7210625410079956
45,11,276,0.6339384317398071
46,0,276,0.5101451873779297
46,1,277,0.5853672623634338
46,2,277,0.5273427367210388
46,3,278,0.5334508419036865
46,4,278,0.6520570516586304
46,5,279,0.8030788898468018
46,6,279,0.6379590034484863
46,7,280,0.5806691646575928
46,8,280,0.6105362772941589
46,9,281,0.6703248620033264
46,10,281,0.8065919280052185
46,11,282,0.6975286602973938
47,0,282,0.5951436758041382
47,1,283,0.5042843818664551
47,2,283,0.7145472764968872
47,3,284,0.6944940090179443
47,4,284,0.7129566669464111
47,5,285,0.600351095199585
47,6,285,1.0460355281829834
47,7,286,0.5895712971687317
47,8,286,0.7013691663742065
47,9,287,0.4789888262748718
47,10,287,0.6697340607643127
47,11,288,0.5249907374382019
48,0,288,0.4939490854740143
48,1,289,0.6969056725502014
48,2,289,0.6282508373260498
48,3,290,0.84859699010849
48,4,290,0.6926573514938354
48,5,291,0.6004848480224609
48,6,291,0.7183881998062134
48,7,292,0.7889938354492188
48,8,292,0.6332857608795166
48,9,293,0.575147807598114
48,10,293,0.5843247175216675
48,11,294,0.5376070737838745
49,0,294,0.6691792607307434
49,1,295,0.5772042870521545
49,2,295,0.6716508865356445
49,3,296,0.6099349856376648
49,4,296,0.8167518377304077
49,5,297,0.6005128622055054
49,6,297,0.8225679397583008
49,7,298,0.5446877479553223
49,8,298,0.6225227117538452
49,9,299,0.5798314809799194
49,10,299,0.8331738710403442
49,11,300,0.6866704225540161
